Postcode,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
BA22,20826.2,6.8,24077.4,7.8,0.06810000000000001,24017.5,7.8,0.06400000000000002,20506.5,6.6,23896.3,7.7,24477.4,8.0,9854.3,3.6,10082.5,3.7,23216.8,7.4,0.0884,24091.5,7.8,0.0951
BA3,18383.0,6.1,20463.2,6.8,0.09419999999999998,20486.4,6.7,0.08220000000000002,17310.1,5.8,19503.0,6.5,25899.9,8.3,8253.7,2.9,15411.4,5.2,22610.6,7.5,0.10180000000000003,19782.2,6.7,0.1266
BA4,14921.2,5.0,17034.1,5.9,0.12259999999999997,18080.3,6.1,0.0984,11264.5,4.0,17005.2,5.8,16335.9,5.4,10816.8,3.9,14832.3,4.9,17107.1,5.7,0.159,18277.4,6.0,0.1442
BA5,18958.0,6.2,19641.7,6.6,0.10269999999999999,18579.4,6.2,0.09419999999999999,18257.4,6.1,18233.8,6.2,25245.8,8.2,9074.6,3.3,22036.3,7.3,20604.8,6.8,0.11820000000000001,21440.2,7.0,0.12060000000000001
BA6,13604.2,4.7,15433.1,5.5,0.1486,13453.6,4.6,0.13699999999999998,16442.4,5.7,17897.2,5.8,15939.0,5.5,9553.9,3.4,10885.7,3.9,17070.4,5.5,0.16260000000000002,18523.3,6.3,0.1523
BA7,22995.9,7.7,22620.1,7.1,0.08670000000000001,24255.1,7.9,0.063,17871.1,5.6,23831.3,8.0,27656.6,9.0,15134.2,5.0,15960.1,5.8,23009.0,7.5,0.0934,22216.5,7.6,0.121
BA8,17263.2,5.7,16972.3,5.9,0.11199999999999999,18170.7,6.0,0.08959999999999999,13235.4,4.7,22562.7,7.4,25881.5,8.2,16255.6,5.5,5599.3,2.1,14588.2,5.0,0.1728,21774.7,6.9,0.10779999999999998
BA9,16783.8,5.7,20859.1,6.8,0.0908,23019.6,7.6,0.0686,15410.5,4.9,22215.4,7.2,23747.8,7.9,7592.4,3.2,10262.5,3.4,20161.8,6.5,0.12150000000000001,20886.7,6.9,0.1238
BB1,13262.7,4.6,13813.3,4.7,0.18960000000000002,12521.1,4.3,0.15930000000000002,13036.2,4.4,10313.1,3.7,17770.9,6.0,21798.4,7.1,15741.5,5.2,14863.6,5.1,0.2193,14652.2,4.8,0.22640000000000002
BB10,6239.5,2.3,8251.1,2.9,0.23030000000000003,6211.6,2.5,0.2065,9100.8,3.3,3640.8,1.6,6170.5,2.5,23022.8,7.5,7231.7,2.9,10980.7,3.7,0.24199999999999994,10546.9,3.6,0.24059999999999998
BB11,7383.4,2.9,9857.8,3.4,0.2425,7283.0,2.9,0.22269999999999998,10230.3,3.7,3986.5,1.9,4587.3,2.0,24509.0,7.9,7234.3,2.8,10740.9,3.9,0.2916,11662.6,4.2,0.23210000000000003
BB12,14424.5,4.9,17403.5,5.8,0.15280000000000002,14876.1,5.1,0.1418,15527.1,5.3,9577.6,3.5,12451.2,4.3,19495.9,6.6,10871.7,3.7,17650.7,5.9,0.17809999999999998,17803.5,6.1,0.17909999999999998
BB18,15626.3,5.2,19224.8,6.3,0.10069999999999998,18490.9,6.1,0.0894,13125.5,4.6,8282.9,2.9,24818.7,8.2,22946.1,7.6,6013.6,2.6,18336.6,6.4,0.13330000000000003,18306.7,6.4,0.14579999999999999
BB2,14461.111111111111,5.0,15375.222222222223,5.222222222222222,0.23211111111111116,14181.777777777777,4.888888888888889,0.21055555555555555,15042.555555555555,5.222222222222222,9063.222222222223,3.4444444444444446,10682.222222222223,3.7777777777777777,24578.88888888889,8.0,13274.111111111111,4.666666666666667,15958.888888888889,5.444444444444445,0.24766666666666667,15173.555555555555,5.111111111111111,0.2588888888888889
BB3,11394.1,4.1,14082.2,4.7,0.159,11066.9,3.8,0.1573,15131.2,5.1,5598.5,2.2,10848.1,3.8,26901.8,8.8,9264.2,3.1,14759.2,5.0,0.1897,15360.3,5.1,0.1766
BB4,17950.9,6.0,18808.1,6.1,0.1101,16590.5,5.5,0.1042,21853.3,7.2,12278.2,4.2,14912.2,5.0,23907.6,7.7,11412.0,4.1,18991.2,6.2,0.1384,19104.1,6.4,0.14020000000000002
BB5,5199.0,2.1,7388.4,2.7,0.23059999999999997,5400.0,2.1,0.21000000000000002,8525.0,3.1,2438.1,1.2,6805.5,2.4,28906.5,9.2,3885.4,1.9,10326.0,3.7,0.24750000000000005,8192.4,3.0,0.2633
BB6,16888.0,5.5,19075.2,6.4,0.1113,14098.1,4.6,0.1297,16360.7,5.5,11687.2,4.1,17865.7,6.2,26213.1,8.6,17253.3,5.9,23388.7,7.4,0.0885,18200.3,5.9,0.15650000000000003
BB7,25372.4,8.2,29245.6,9.5,0.04310000000000001,25797.5,8.3,0.0573,29436.3,9.5,25620.1,8.5,26837.2,8.6,11229.9,3.8,12917.7,4.5,30423.3,9.7,0.035800000000000005,28842.7,9.2,0.06090000000000001
BB8,8335.4,3.1,10067.7,3.6,0.21339999999999998,9300.2,3.3,0.17690000000000003,11959.4,4.3,6221.7,2.3,9373.1,3.4,29242.8,9.5,2207.9,1.3,11747.2,4.3,0.2658,10200.8,3.6,0.24860000000000002
BB9,8802.7,3.1,9046.3,3.4,0.21410000000000004,9052.4,3.3,0.17009999999999997,9100.8,3.4,5757.0,2.2,11597.3,4.2,28374.8,9.1,6539.8,2.6,12589.0,4.3,0.20940000000000003,8529.5,3.0,0.2941000000000001
BB94,13390.0,5.0,15816.0,5.0,0.11900000000000002,11288.0,4.0,0.12999999999999998,11396.0,4.0,10218.0,4.0,27263.0,9.0,31912.0,10.0,3143.0,1.0,18100.0,6.0,0.129,15358.0,5.0,0.15999999999999998
BD1,3735.222222222222,1.7777777777777777,9129.0,3.111111111111111,0.23555555555555557,9170.222222222223,3.4444444444444446,0.18744444444444444,4952.666666666667,1.8888888888888888,4357.0,2.0,3568.8888888888887,1.6666666666666667,6461.0,2.5555555555555554,421.3333333333333,1.0,10911.0,3.888888888888889,0.23511111111111108,1251.111111111111,1.2222222222222223,0.5384444444444445
BD10,9907.888888888889,3.5555555555555554,11303.111111111111,3.888888888888889,0.22099999999999997,11391.444444444445,4.0,0.175,10564.111111111111,3.888888888888889,7962.0,3.0,3924.4444444444443,1.6666666666666667,23121.88888888889,7.444444444444445,12622.777777777777,4.444444444444445,13163.222222222223,4.444444444444445,0.24655555555555553,10161.333333333334,3.6666666666666665,0.26055555555555554
BD11,18899.1,6.4,19782.2,6.4,0.10070000000000001,19043.9,6.5,0.08940000000000001,17291.6,5.7,19017.8,6.3,18553.9,6.1,15602.1,5.2,10398.5,3.5,19842.8,6.6,0.1322,20848.5,6.7,0.1152
BD12,11959.8,4.1,13890.3,4.9,0.15430000000000002,12403.5,4.3,0.1364,9462.3,3.3,10339.6,3.4,10488.9,3.8,19220.3,6.5,9137.1,3.2,13308.8,4.6,0.2152,17418.4,5.8,0.14889999999999998
BD13,15505.2,5.3,16559.0,5.5,0.12410000000000002,15739.7,5.5,0.10699999999999998,15809.5,5.3,10562.3,3.8,14075.4,4.7,17924.6,6.0,9930.2,3.6,15423.3,5.1,0.1726,17313.7,6.0,0.1541
BD14,13317.1,4.7,15062.8,5.1,0.1528,13749.5,4.7,0.13929999999999998,14674.9,4.9,9945.5,3.7,5601.9,2.2,26873.7,8.8,10662.4,3.7,15974.2,5.3,0.17600000000000002,14678.9,5.0,0.1876
BD15,15211.0,5.0,17184.0,5.8,0.13440000000000002,15139.8,5.1,0.12430000000000001,15757.7,5.2,12418.8,4.3,10448.5,3.7,17778.4,5.9,15354.6,5.2,16993.0,5.5,0.17720000000000002,19374.0,6.5,0.1368
BD16,22775.2,7.5,25468.3,8.2,0.0669,22856.6,7.6,0.072,25917.9,8.4,16717.8,5.7,14399.1,4.8,16521.0,5.8,16141.0,5.4,26424.0,8.5,0.07690000000000001,24347.0,7.9,0.096
BD17,19091.8,6.5,19884.6,6.5,0.1099,19068.6,6.5,0.10189999999999999,20706.4,6.7,12688.0,4.5,15497.6,5.2,24158.2,7.7,11389.9,4.0,22993.2,7.5,0.11170000000000002,18097.5,5.9,0.1627
BD18,14732.9,5.0,16381.2,5.4,0.1261,14957.4,5.1,0.11499999999999999,21169.5,7.0,10028.4,3.6,10863.9,4.0,27481.2,8.9,7494.4,2.7,18323.1,6.0,0.1409,14753.0,5.0,0.17659999999999998
BD19,16742.6,5.6,19086.1,6.2,0.10370000000000001,17564.6,5.7,0.10139999999999998,16659.9,5.5,15129.1,5.3,13370.1,4.7,19709.0,6.3,9321.3,3.2,19562.4,6.5,0.12080000000000002,19974.3,6.6,0.1291
BD2,7881.6,2.9,10925.4,3.8,0.19330000000000003,10825.7,3.9,0.15719999999999998,6461.3,2.7,8918.7,3.4,2914.2,1.5,20426.5,6.6,4875.2,2.0,11035.7,4.0,0.23900000000000002,12068.7,4.1,0.2503
BD20,25236.0,8.2,25198.9,8.1,0.063,25247.8,8.1,0.059800000000000006,27039.2,8.7,22733.7,7.6,23455.8,7.5,19328.2,6.2,11893.4,4.1,26939.8,8.6,0.0603,23401.7,7.6,0.09819999999999998
BD21,3972.4,1.8,4716.6,2.0,0.29109999999999997,5210.7,2.2,0.2212,3521.1,1.7,5351.1,2.0,6419.5,2.5,15635.7,5.4,2424.8,1.4,6333.0,2.7,0.32209999999999994,6308.5,2.3,0.3568
BD22,17355.6,6.0,19047.7,6.4,0.1155,19723.0,6.4,0.09890000000000002,19829.9,6.3,14730.7,4.9,14329.9,5.0,15012.8,5.0,10318.7,3.8,19188.6,6.5,0.14340000000000003,18313.6,5.9,0.1491
BD23,14679.888888888889,4.777777777777778,17543.11111111111,6.111111111111111,0.13911111111111107,16490.88888888889,5.444444444444445,0.12000000000000001,17655.333333333332,5.777777777777778,18655.444444444445,6.333333333333333,20652.777777777777,6.888888888888889,15635.777777777777,5.222222222222222,8140.888888888889,3.0,19311.666666666668,6.333333333333333,0.15033333333333332,18661.666666666668,6.111111111111111,0.1582222222222222
BD24,20287.4,6.8,24007.8,8.1,0.06939999999999999,19167.4,6.6,0.0847,20607.3,6.8,20293.8,6.8,26460.5,8.3,18211.0,6.0,6018.5,2.0,23051.1,7.3,0.0906,26673.7,8.8,0.0754
BD3,3391.5,1.6,4078.9,1.6,0.30319999999999997,4872.5,1.8,0.21769999999999995,3020.6,1.6,4699.2,1.8,5277.5,2.1,12515.0,4.3,2209.6,1.3,7482.5,2.6,0.2972,2361.9,1.6,0.5690000000000001
BD4,1709.9,1.0,2443.8,1.4,0.35340000000000005,2470.3,1.3,0.2717,1818.5,1.3,3166.8,1.5,2191.6,1.4,15383.8,5.1,5981.7,2.4,2758.5,1.5,0.4321999999999999,4166.0,1.8,0.36669999999999997
BD5,3865.2,1.8,5657.3,2.4,0.316,6391.3,2.5,0.2334,4299.4,2.0,4893.3,2.0,5029.0,2.1,11744.8,4.2,5378.7,2.2,5859.1,2.2,0.3449,3894.9,1.9,0.4534000000000001
BD6,7137.2,2.8,8541.3,3.0,0.2325,8061.6,3.0,0.18040000000000003,6689.4,2.7,6711.2,2.4,3178.8,1.6,23758.2,7.7,8680.7,3.2,8862.2,3.1,0.3007000000000001,8915.7,3.2,0.2625
BD7,4058.9,1.8,4188.4,1.9,0.31510000000000005,4654.5,1.9,0.227,4224.3,1.7,6433.8,2.6,3326.7,1.6,16342.6,5.5,5448.4,2.3,5244.2,2.0,0.3624,5679.3,2.4,0.3862
BD8,1751.5,1.2,2296.1,1.4,0.34940000000000004,2517.9,1.3,0.25980000000000003,2595.5,1.4,2644.7,1.3,3944.2,1.7,11556.1,4.2,4567.6,2.0,4864.4,1.8,0.3457,3096.6,1.7,0.5323
BD9,6542.6,2.5,6534.3,2.4,0.23959999999999998,5976.4,2.3,0.19319999999999998,8269.5,3.1,6382.1,2.2,8598.1,3.3,18190.7,6.0,7332.2,2.7,11434.3,4.1,0.2186,4287.6,1.9,0.3833
BD97,5558.1,2.5,9139.7,3.1,0.2521,6249.0,2.5,0.22430000000000008,9151.0,3.1,4354.5,1.9,2892.7,1.6,9136.9,3.5,1716.6,1.3,15034.6,5.1,0.20169999999999993,6506.2,2.8,0.49329999999999996
BD98,6174.2,2.4,14192.2,4.8,0.13840000000000002,12777.4,4.8,0.12160000000000001,5674.8,2.4,4712.6,1.8,6712.8,2.2,14877.4,4.8,111.4,1.0,12992.4,4.2,0.1988,2604.0,1.4,0.3966
BD99,5940.3,2.5,12976.8,4.3,0.1777,11844.1,4.3,0.14279999999999998,6516.0,2.5,6835.7,2.8,3817.9,1.4,10538.5,3.6,1577.3,1.4,13189.6,4.3,0.20900000000000002,4032.3,2.2,0.36879999999999996
BH1,8840.444444444445,3.3333333333333335,13445.222222222223,4.555555555555555,0.16533333333333333,11596.333333333334,4.111111111111111,0.15444444444444447,10989.666666666666,3.6666666666666665,11186.888888888889,4.0,3119.0,1.4444444444444444,14667.555555555555,4.888888888888889,3501.5555555555557,1.7777777777777777,13558.333333333334,4.444444444444445,0.20822222222222223,13339.888888888889,4.555555555555555,0.227
BH10,15118.0,5.0,13774.2,4.6,0.1498,13376.3,4.4,0.12189999999999998,10812.2,4.0,14476.6,4.9,14913.4,5.2,21200.0,6.9,18224.4,6.0,13598.2,4.7,0.20390000000000003,13592.4,4.6,0.1935
BH11,10999.0,3.7,10427.6,3.5,0.21140000000000003,10200.6,3.5,0.17149999999999999,7759.5,3.1,12181.7,4.4,10214.5,3.5,16309.3,5.3,17454.4,5.8,8785.3,3.3,0.28470000000000006,12265.0,4.0,0.2476
BH12,13579.0,4.6,13044.4,4.5,0.1521,14747.5,5.0,0.11179999999999998,8215.2,3.0,13482.7,4.7,13229.0,4.7,17641.3,5.8,15498.5,5.3,12096.4,4.0,0.21669999999999998,12411.6,4.3,0.2011
BH13,28323.0,9.0,30258.6,9.8,0.0368,29859.4,9.4,0.039,28483.6,9.0,28366.0,9.2,20247.2,6.4,7590.2,3.0,27477.2,8.8,27604.4,8.8,0.059199999999999996,31471.4,10.0,0.041999999999999996
BH14,24481.88888888889,8.0,20129.555555555555,6.555555555555555,0.09233333333333332,23568.333333333332,7.666666666666667,0.06677777777777777,26300.333333333332,8.444444444444445,23106.777777777777,7.666666666666667,17799.11111111111,6.0,26060.666666666668,8.555555555555555,16558.666666666668,5.444444444444445,20329.444444444445,6.666666666666667,0.11144444444444443,19724.0,6.555555555555555,0.13211111111111112
BH15,18331.3,6.0,16356.9,5.4,0.12349999999999998,17625.0,5.9,0.1004,16332.6,5.3,16683.4,5.4,16960.9,5.7,18365.9,6.2,16537.2,5.6,15131.6,5.1,0.176,16330.5,5.6,0.16310000000000002
BH16,21261.2,7.0,20325.8,6.7,0.10570000000000002,21223.2,6.9,0.08180000000000003,15946.6,5.3,22001.3,7.2,20445.4,6.8,12578.7,4.3,25494.0,8.3,18896.0,6.2,0.1476,21318.5,7.0,0.12179999999999999
BH17,20024.1,6.5,18997.1,6.2,0.1028,19599.4,6.5,0.08710000000000001,14445.1,4.9,18216.6,6.3,24501.4,8.1,15592.5,5.1,23628.7,7.7,17392.2,5.7,0.1504,20602.8,6.8,0.12249999999999998
BH18,30017.6,9.4,27398.9,8.9,0.0529,28508.6,9.1,0.046000000000000006,27377.2,8.8,26117.6,8.7,29155.0,9.4,22224.5,7.1,29409.9,9.6,28299.5,9.3,0.05500000000000001,27579.7,9.0,0.0691
BH19,19936.9,6.4,20062.2,6.9,0.09259999999999999,20993.5,6.8,0.0777,13619.3,4.6,21891.3,7.2,20465.6,6.8,14606.9,5.0,18673.2,6.3,18777.3,6.1,0.13169999999999998,23268.3,7.6,0.09899999999999999
BH2,11886.6,3.9,16350.9,5.6,0.11839999999999998,15995.8,5.5,0.1061,17560.9,5.7,16026.1,5.4,7557.8,2.9,10167.4,3.7,3805.2,1.9,15982.8,5.2,0.1645,14876.5,4.9,0.17370000000000002
BH20,20342.9,6.5,19419.0,6.6,0.093,19992.9,6.7,0.0807,16252.4,5.6,23228.9,7.4,21711.1,7.0,13869.8,4.5,16891.3,5.6,18395.2,6.2,0.12799999999999997,21472.4,7.0,0.10969999999999998
BH21,25384.555555555555,8.333333333333334,25204.555555555555,8.0,0.067,25152.88888888889,8.11111111111111,0.06022222222222221,22411.11111111111,7.333333333333333,28685.777777777777,9.222222222222221,26063.555555555555,8.444444444444445,13388.333333333334,4.555555555555555,25833.444444444445,8.333333333333334,25962.666666666668,8.444444444444445,0.07033333333333333,24436.11111111111,7.777777777777778,0.0961111111111111
BH22,20556.555555555555,6.777777777777778,17904.0,6.111111111111111,0.11422222222222222,17187.0,5.666666666666667,0.0991111111111111,13911.555555555555,4.888888888888889,23078.0,7.444444444444445,24856.444444444445,7.888888888888889,17525.444444444445,5.777777777777778,25835.222222222223,8.222222222222221,17507.666666666668,5.888888888888889,0.1491111111111111,20660.777777777777,6.777777777777778,0.1298888888888889
BH23,24007.2,7.7,21344.8,7.0,0.0864,21230.1,6.8,0.07690000000000001,21398.5,7.0,25573.3,8.2,22112.9,7.2,17030.9,5.8,21914.7,7.0,22387.6,7.4,0.09839999999999999,22272.7,7.3,0.10750000000000001
BH24,21504.1,6.9,23488.7,7.5,0.0723,22603.6,7.5,0.0696,21385.5,6.8,26852.4,8.7,21983.5,7.4,6336.9,2.3,16861.9,5.4,23422.3,7.6,0.087,23691.3,7.6,0.09480000000000001
BH25,25292.1,8.4,22400.9,7.3,0.08000000000000002,20175.3,6.7,0.0818,19091.8,6.2,26315.8,8.6,25773.5,8.5,19103.8,6.2,28749.9,9.5,19094.8,6.1,0.1268,26205.1,8.6,0.0837
BH3,17613.7,5.9,21635.4,7.4,0.08009999999999999,21474.9,6.9,0.07429999999999999,20963.2,7.0,19996.2,6.9,9513.2,3.6,13695.8,4.3,6775.5,2.7,21992.6,7.2,0.09559999999999999,17621.1,5.7,0.14309999999999998
BH31,29542.8,9.5,27861.9,9.1,0.0501,27195.8,9.1,0.0522,21664.8,7.3,30664.4,9.6,27565.8,8.7,17746.0,5.7,31749.9,9.8,27480.6,8.7,0.05600000000000001,28492.9,9.2,0.06459999999999999
BH4,18954.0,6.4,21385.7,7.1,0.0859,21263.4,7.1,0.0799,25933.6,8.2,21312.0,6.9,11481.3,3.9,9241.0,3.1,11827.1,4.3,23622.8,7.4,0.08880000000000002,19732.8,6.5,0.1319
BH5,15518.9,5.2,15709.1,5.3,0.12279999999999999,16822.7,5.4,0.0987,20144.0,6.8,17347.5,5.7,7164.2,2.5,19993.4,6.6,7885.2,3.0,16495.9,5.5,0.1513,14667.8,5.0,0.17400000000000002
BH6,22122.3,7.2,19502.4,6.5,0.0981,18894.2,6.3,0.08839999999999998,25023.8,8.1,20852.6,6.9,17646.1,5.8,21883.3,7.3,16321.3,5.6,21124.8,7.1,0.1061,18814.0,6.2,0.1379
BH7,19106.7,6.3,18249.0,6.1,0.1176,18932.6,6.4,0.0987,20720.6,6.7,19471.6,6.4,13078.3,4.3,22730.6,7.4,12046.7,4.0,19160.3,6.4,0.136,16211.8,5.3,0.1704
BH8,12953.222222222223,4.333333333333333,12233.111111111111,4.222222222222222,0.16855555555555557,12744.0,4.333333333333333,0.1297777777777778,11936.111111111111,4.222222222222222,13473.777777777777,4.777777777777778,15187.444444444445,5.222222222222222,14786.555555555555,4.777777777777778,12895.333333333334,4.333333333333333,11966.444444444445,4.111111111111111,0.22422222222222224,13298.111111111111,4.666666666666667,0.1992222222222222
BH9,23329.0,7.4,21882.1,7.2,0.08380000000000001,24892.9,8.1,0.06190000000000001,18509.5,6.3,22114.4,7.4,18499.4,6.0,22665.1,7.4,13776.7,4.8,21668.9,7.0,0.10740000000000002,14606.2,5.0,0.18209999999999998
BL0,21884.0,7.3,20166.7,6.7,0.0964,19017.9,6.5,0.0897,22617.9,7.5,17812.3,5.9,20701.1,6.8,24671.8,8.1,14850.7,5.1,21922.0,7.3,0.10550000000000001,18332.4,6.2,0.1409
BL1,7953.3,3.0,8556.2,3.2,0.2493,7060.9,2.7,0.2226,11671.5,4.0,6592.4,2.8,5610.9,2.1,16712.7,5.5,10050.0,3.5,11497.0,3.9,0.23369999999999996,9034.8,3.5,0.33469999999999994
BL11,1535.8,1.0,2841.4,1.0,0.31439999999999996,2233.6,1.0,0.2572,5107.2,2.4,891.6,1.0,583.2,1.0,12229.8,4.0,5893.8,2.0,3767.6,1.4,0.37740000000000007,2800.4,1.0,0.3931999999999999
BL2,18330.9,6.0,18262.3,6.1,0.1529,16920.3,5.6,0.1304,18020.5,6.0,10708.5,3.8,18534.0,6.2,21033.0,6.8,18573.0,6.3,19397.1,6.5,0.16949999999999998,17581.5,6.0,0.19679999999999997
BL3,8654.8,3.0,7479.3,2.6,0.2427,7783.0,2.9,0.1894,10373.0,3.5,8101.6,3.0,11826.6,4.0,19045.0,6.2,8602.7,3.2,9856.9,3.6,0.2515,8604.0,3.0,0.2985
BL4,8169.1,2.9,9533.3,3.4,0.2123,9413.4,3.2,0.1689,8875.3,3.4,5721.2,2.3,6710.0,2.5,19382.2,6.7,9492.4,3.4,11362.7,4.2,0.24730000000000002,7752.3,2.6,0.2982
BL5,20662.8,6.9,20512.2,6.7,0.0996,17522.2,5.7,0.10299999999999998,20918.0,6.9,14990.6,5.0,18944.8,6.2,24295.4,7.9,19259.1,6.3,22517.3,7.3,0.11170000000000002,17891.1,5.9,0.1478
BL6,17048.9,5.7,18057.8,6.0,0.11699999999999999,16692.3,5.6,0.1116,20296.6,6.6,10916.4,3.9,19329.0,6.2,16598.0,5.5,14842.7,5.1,20387.3,6.6,0.12210000000000003,16712.1,5.5,0.16320000000000004
BL7,27299.1,9.0,28085.8,9.0,0.04989999999999999,26409.0,8.5,0.05600000000000001,29197.3,9.4,21370.2,7.1,26029.7,8.4,14919.1,4.9,21427.9,7.1,27936.8,8.9,0.053000000000000005,27289.0,9.0,0.0754
BL78,2367.4,1.1,3115.9,1.2,0.3144999999999999,2730.4,1.1,0.26070000000000004,5342.3,2.2,2496.9,1.1,3404.6,1.7,6912.7,2.6,6073.3,2.4,5112.5,2.2,0.3428999999999999,3497.1,1.8,0.3854000000000001
BL8,24472.11111111111,7.888888888888889,23418.11111111111,7.444444444444445,0.08922222222222222,19982.444444444445,6.555555555555555,0.10000000000000002,24143.88888888889,7.888888888888889,17242.88888888889,5.777777777777778,24734.222222222223,8.11111111111111,28369.88888888889,9.11111111111111,22685.88888888889,7.333333333333333,24433.0,7.888888888888889,0.09666666666666669,23857.666666666668,7.666666666666667,0.10155555555555557
BL9,11094.4,3.8,10790.5,3.9,0.20779999999999998,8863.7,3.4,0.174,14584.4,4.9,8085.0,2.9,12142.7,4.2,20581.5,6.7,10961.2,3.7,13140.8,4.7,0.2223,11016.9,3.8,0.26180000000000003
BN1,15514.3,5.5,16590.7,5.5,0.1354,19029.3,6.3,0.0992,19717.3,6.6,13327.6,4.7,13876.5,5.0,11992.4,4.2,10367.8,3.6,16440.3,5.4,0.1885,11595.8,3.9,0.2324
BN10,15705.3,5.5,14041.7,4.9,0.1374,13558.2,4.9,0.11389999999999997,8656.3,3.2,14184.0,4.8,23313.1,7.8,17936.5,6.0,26159.5,8.4,14832.0,4.9,0.17259999999999998,15570.1,5.4,0.16300000000000003
BN11,14186.7,4.9,14967.7,5.2,0.1326,13927.4,4.7,0.11460000000000001,16996.6,5.8,12215.2,4.1,12331.2,4.6,28249.2,9.2,5572.8,2.2,16518.4,5.4,0.1547,15182.6,5.2,0.17239999999999997
BN12,24921.4,8.0,26224.5,8.4,0.05990000000000001,21167.4,7.0,0.0773,18423.5,5.9,19482.1,6.4,23823.0,7.8,23838.0,7.7,23106.3,7.7,25266.7,8.0,0.0756,27880.0,8.8,0.06780000000000001
BN13,17786.1,5.7,15730.6,5.4,0.1258,15579.1,5.2,0.1044,11682.7,4.1,13896.2,4.9,22182.2,7.5,26419.2,8.6,20306.0,6.6,19639.8,6.4,0.12890000000000004,16443.0,5.3,0.1585
BN14,24035.0,7.7,23317.8,7.5,0.0739,22290.1,7.3,0.0718,21527.4,7.1,19373.8,6.4,19626.7,6.6,29397.6,9.5,15203.7,5.2,25063.4,8.0,0.07390000000000001,21720.4,7.0,0.1123
BN15,14794.9,5.1,15263.6,5.0,0.14089999999999997,16305.6,5.4,0.1065,7249.8,2.6,13905.8,4.8,20799.1,6.7,18647.9,6.1,13921.5,4.8,14777.6,5.1,0.193,15974.1,5.4,0.1709
BN16,26853.777777777777,8.666666666666666,25977.444444444445,8.444444444444445,0.059111111111111114,23252.555555555555,7.777777777777778,0.06811111111111111,22301.0,7.222222222222222,23864.333333333332,7.888888888888889,25460.555555555555,8.333333333333334,16233.777777777777,5.444444444444445,30014.0,9.555555555555555,26198.333333333332,8.555555555555555,0.06622222222222224,27089.222222222223,8.555555555555555,0.06977777777777779
BN17,12660.3,4.3,14601.4,4.8,0.1488,14373.7,5.0,0.12349999999999998,9278.4,3.4,14014.7,4.8,12716.2,4.4,11227.6,4.0,15862.4,5.2,13135.6,4.6,0.21059999999999998,17952.1,6.0,0.1526
BN18,19868.3,6.4,20177.5,6.5,0.09019999999999999,20381.2,6.7,0.0796,16601.8,5.7,17736.6,5.9,24190.6,7.9,11252.0,4.0,22359.2,7.3,18962.3,6.3,0.12689999999999999,23627.2,7.9,0.09529999999999998
BN2,11079.1,3.9,12847.5,4.4,0.1938,13118.1,4.5,0.15489999999999998,14855.0,5.1,10712.2,3.8,12050.7,4.2,8133.7,3.1,13623.4,4.8,13929.4,4.7,0.23550000000000004,11600.3,4.0,0.23410000000000003
BN20,24840.2,8.2,22968.3,7.5,0.0748,20826.7,6.8,0.07850000000000001,21842.8,7.1,20072.9,6.6,26849.5,8.8,22943.9,7.5,22433.9,7.3,22333.6,7.4,0.09680000000000001,25166.4,8.1,0.08739999999999999
BN21,15754.0,5.4,14937.2,5.2,0.1338,13745.6,4.6,0.11669999999999998,16857.8,5.5,13788.1,4.8,18406.1,6.3,23236.5,7.4,12377.6,4.4,13105.4,4.7,0.20069999999999996,17721.4,6.2,0.1469
BN22,10659.7,3.8,9896.1,3.5,0.20789999999999997,8591.8,3.1,0.17720000000000002,10313.6,3.6,10288.9,3.9,14474.1,5.0,22184.2,7.2,12258.2,4.1,11961.4,4.1,0.2312,9410.4,3.6,0.2758
BN23,14412.5,4.8,13536.7,4.6,0.1564,12969.3,4.2,0.13219999999999998,11301.1,3.9,14441.5,5.1,22778.9,7.3,13274.7,4.4,18678.8,6.1,13894.0,5.0,0.20000000000000004,15602.2,5.2,0.17510000000000003
BN24,20813.333333333332,6.555555555555555,18805.555555555555,6.111111111111111,0.10333333333333333,18258.333333333332,6.222222222222222,0.09377777777777778,14274.888888888889,4.666666666666667,20837.333333333332,6.888888888888889,21192.444444444445,6.777777777777778,17221.333333333332,5.888888888888889,28018.0,9.0,21378.0,7.0,0.10255555555555555,19939.0,6.666666666666667,0.12577777777777777
BN25,25178.4,8.1,23206.0,7.3,0.07809999999999999,20981.0,6.8,0.0805,19373.2,6.3,23349.9,7.4,29573.5,9.6,18837.5,6.4,28647.4,9.3,23860.8,7.6,0.0895,25575.8,8.3,0.08379999999999999
BN26,21413.9,7.2,19716.2,6.4,0.09359999999999999,18401.4,6.0,0.0912,16706.1,5.7,23665.4,7.8,26287.0,8.6,15536.1,5.1,23796.5,7.7,19301.9,6.5,0.12499999999999997,22211.4,7.0,0.10670000000000002
